index,Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1435,37Q1662,431507,435134,2,Leeds 2016,26/07/2016,2025,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,50,Car
1436,37Q1692,430049,435173,1,Leeds 2016,26/07/2016,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car
1437,37Q1719,426962,438122,2,Leeds 2016,26/07/2016,1830,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,Pedal cycle
1438,37R0350,429836,432725,2,Leeds 2016,27/07/2016,721,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Pedal cycle
1439,37R1015,424661,436005,2,Leeds 2016,27/07/2016,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,Pedal cycle
1440,37R1074,430637,428666,2,Leeds 2016,27/07/2016,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,11,Car
1441,37R1560,432663,437995,4,Leeds 2016,27/07/2016,1955,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,Car
1442,37R1624,436086,428601,2,Leeds 2016,27/07/2016,2025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,14,Pedal cycle
1443,37S0609,427469,433769,2,Leeds 2016,28/07/2016,1203,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car
1444,37S0790,429650,430887,2,Leeds 2016,28/07/2016,1346,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Car
1445,37S0931,422163,441829,2,Leeds 2016,28/07/2016,1520,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,67,Taxi/Private hire car
1446,37S0931,422163,441829,2,Leeds 2016,28/07/2016,1520,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,78,Taxi/Private hire car
1447,37S1055,427157,430559,2,Leeds 2016,28/07/2016,1627,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car
1448,37S1055,427157,430559,2,Leeds 2016,28/07/2016,1627,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,Car
1449,37S1055,427157,430559,2,Leeds 2016,28/07/2016,1627,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,Car
1450,37T0184,428485,431565,3,Leeds 2016,29/07/2016,322,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,49,Car
1451,37T0275,426228,431783,2,Leeds 2016,29/07/2016,655,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,25,Motorcycle over 500cc
1452,37T0374,424464,433870,2,Leeds 2016,29/07/2016,1130,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,30,Car
1453,37T0374,424464,433870,2,Leeds 2016,29/07/2016,1130,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,33,Car
1454,37T0479,434531,428207,1,Leeds 2016,29/07/2016,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,86,Car
1455,37T0518,436853,428989,2,Leeds 2016,29/07/2016,1055,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,72,Car
1456,37T0518,436853,428989,2,Leeds 2016,29/07/2016,1055,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,88,Bus or coach (17 or more passenger seats)
1457,37T0801,427015,433453,1,Leeds 2016,29/07/2016,1355,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
1458,37T1548,428509,430845,1,Leeds 2016,29/07/2016,1955,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,56,Mobility Scooter
1459,37U0361,427717,434064,2,Leeds 2016,30/07/2016,525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,22,Car
1460,37U0361,427717,434064,2,Leeds 2016,30/07/2016,525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,52,Goods vehicle 3.5 tonnes mgw and under
1461,37U0440,425850,443472,1,Leeds 2016,30/07/2016,739,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,Pedal cycle
1462,37U0898,425736,439496,2,Leeds 2016,30/07/2016,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,Pedal cycle
1463,37U0922,425577,432449,2,Leeds 2016,30/07/2016,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,M/cycle 50cc and under
1464,37U1150,445215,429411,2,Leeds 2016,30/07/2016,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,16,M/cycle 50cc and under
1465,37U1150,445215,429411,2,Leeds 2016,30/07/2016,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,55,Motorcycle over 500cc
1466,37V1269,430399,440724,2,Leeds 2016,31/07/2016,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,Car
1467,37V1269,430399,440724,2,Leeds 2016,31/07/2016,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,69,Car
1468,37V1721,422368,433987,1,Leeds 2016,31/07/2016,1240,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,28,Motorcycle over 50cc and up to 125cc
1469,3810361,427569,436873,2,Leeds 2016,01/08/2016,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,Car
1470,3810455,429238,433844,1,Leeds 2016,01/08/2016,1023,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,25,Car
1471,3810518,436180,427380,2,Leeds 2016,01/08/2016,1055,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,79,Car
1472,3810518,436180,427380,2,Leeds 2016,01/08/2016,1055,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,24,Car
1473,3810604,431965,435818,2,Leeds 2016,04/08/2016,1155,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,28,Car
1474,3811059,427116,433512,1,Leeds 2016,01/08/2016,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,62,Bus or coach (17 or more passenger seats)
1475,3811315,431381,435355,2,Leeds 2016,01/08/2016,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,Car
1476,3811595,431908,435069,2,Leeds 2016,01/08/2016,2019,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,37,Car
1477,3811595,431908,435069,2,Leeds 2016,01/08/2016,2019,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,Taxi/Private hire car
1478,3820302,428302,434114,2,Leeds 2016,02/08/2016,815,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,31,Pedal cycle
1479,3821313,430667,434302,2,Leeds 2016,02/08/2016,1830,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,55,Pedal cycle
1480,3830263,428872,432496,2,Leeds 2016,03/08/2016,655,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,47,Pedal cycle
1481,3830291,431692,441552,1,Leeds 2016,03/08/2016,745,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,Car
1482,3830335,435875,426021,2,Leeds 2016,03/08/2016,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car
1483,3830729,427485,434593,2,Leeds 2016,03/08/2016,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,29,Pedal cycle
1484,3831111,427957,433622,2,Leeds 2016,03/08/2016,1559,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,53,Taxi/Private hire car
1485,3831228,420750,445646,1,Leeds 2016,03/08/2016,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,36,Pedal cycle
1486,3840846,433898,434034,2,Leeds 2016,04/08/2016,1410,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,44,M/cycle 50cc and under
1487,3840919,426991,427914,2,Leeds 2016,04/08/2016,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,38,Bus or coach (17 or more passenger seats)
1488,3840919,426991,427914,2,Leeds 2016,04/08/2016,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,37,Bus or coach (17 or more passenger seats)
1489,3841523,434120,433913,2,Leeds 2016,04/08/2016,1957,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,44,Car
1490,3841523,434120,433913,2,Leeds 2016,04/08/2016,1957,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
1491,3850395,430539,436997,2,Leeds 2016,05/08/2016,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
1492,3850892,442041,443582,3,Leeds 2016,05/08/2016,1414,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,44,Car
1493,3851104,429667,435165,2,Leeds 2016,05/08/2016,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,35,Car
1494,3851104,429667,435165,2,Leeds 2016,05/08/2016,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,10,Car
1495,3851109,430425,433460,2,Leeds 2016,05/08/2016,957,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,45,Bus or coach (17 or more passenger seats)
1496,3851185,435605,435727,1,Leeds 2016,05/08/2016,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,14,Car
1497,3851228,431822,435634,2,Leeds 2016,05/08/2016,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Car
1498,3851233,429700,431103,1,Leeds 2016,05/08/2016,330,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,19,Car
1499,3851308,438568,432672,2,Leeds 2016,05/08/2016,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,62,Car
1500,3851490,440572,429187,2,Leeds 2016,05/08/2016,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,9,Pedal cycle
1501,3861298,430720,439031,2,Leeds 2016,06/08/2016,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,Car
1502,3870529,423240,434951,2,Leeds 2016,07/08/2016,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,Car
1503,3870529,423240,434951,2,Leeds 2016,07/08/2016,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,Car
1504,3870640,442045,430591,2,Leeds 2016,06/08/2016,1230,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,27,Car
1505,3871471,430351,439452,2,Leeds 2016,07/08/2016,1848,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,9,Pedal cycle
1506,3880380,445343,431781,1,Leeds 2016,08/08/2016,930,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,22,Car
1507,3880515,428509,433053,2,Leeds 2016,08/08/2016,1040,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,31,Car
1508,3880870,429134,432075,1,Leeds 2016,08/08/2016,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
1509,3881236,430496,435239,2,Leeds 2016,28/07/2016,1500,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,43,Pedal cycle
1510,3890800,429137,433091,2,Leeds 2016,09/08/2016,1428,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,42,Pedal cycle
1511,3890982,429380,433768,2,Leeds 2016,09/08/2016,1550,A(M),Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,22,Car
1512,3890982,429380,433768,2,Leeds 2016,09/08/2016,1550,A(M),Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,39,Taxi/Private hire car
1513,3891025,430102,431644,1,Leeds 2016,09/08/2016,1025,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,31,Car
1514,3891038,429963,436582,2,Leeds 2016,09/08/2016,1900,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,58,Car
1515,38A0196,430122,431822,2,Leeds 2016,10/08/2016,545,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,61,Pedal cycle
1516,38A0787,430762,433502,1,Leeds 2016,10/08/2016,1315,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,19,Bus or coach (17 or more passenger seats)
1517,38A0787,430762,433502,1,Leeds 2016,10/08/2016,1315,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,18,Bus or coach (17 or more passenger seats)
1518,38A1247,432513,435914,1,Leeds 2016,10/08/2016,1645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Taxi/Private hire car
1519,38A1262,430864,434191,3,Leeds 2016,10/08/2016,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Car
1520,38A1262,430864,434191,3,Leeds 2016,10/08/2016,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Car
1521,38B0193,424459,427708,1,Leeds 2016,11/08/2016,710,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,Car
1522,38B0479,427004,433446,1,Leeds 2016,11/08/2016,1144,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Car
1523,38B0760,433025,437640,1,Leeds 2016,11/08/2016,1452,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,39,Car
1524,38B0807,426867,437530,1,Leeds 2016,11/08/2016,1515,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,84,Car
1525,38B1030,428903,435392,2,Leeds 2016,11/08/2016,1704,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,58,Goods vehicle 3.5 tonnes mgw and under
1526,38B1030,428903,435392,2,Leeds 2016,11/08/2016,1704,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,58,Goods vehicle 3.5 tonnes mgw and under
1527,38B1218,431413,435049,2,Leeds 2016,11/08/2016,1850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,Car
1528,38B1319,429551,430902,2,Leeds 2016,11/08/2016,1944,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,28,Car
1529,38B1319,429551,430902,2,Leeds 2016,11/08/2016,1944,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,30,Car
1530,38C0444,423765,442118,1,Leeds 2016,12/08/2016,1020,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car
1531,38C1358,431367,435283,1,Leeds 2016,12/08/2016,1823,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
1532,38C1512,431870,430503,2,Leeds 2016,12/08/2016,1925,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,Car
1533,38C1512,431870,430503,2,Leeds 2016,12/08/2016,1925,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,Car
1534,38C1793,442057,434628,2,Leeds 2016,12/08/2016,2150,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,20,Car
1535,38C2006,428405,434382,2,Leeds 2016,12/08/2016,2255,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,43,Car
